PL.,   Lifters,BY,Team,Weight,WF,Lot,Squat1,Squat2,Squat3,Best Squat,Bench1,Bench2,Bench3,Best Bench,Dead1,Dead2,Dead3,Best Deadlift,Total Tom,TOTAL,W.pts.,Pts.,Year,Sex,Division,Sort
14,Schollbach Mike,1981,GER,100.55,0.6073,13,322.5,340,345,,237.5,245,250,,280,292.5,302.5,,0,875,531.39,1,2015,M,Open,86
10,Schouten William,1975,ISV,137.06,0.5606,6,402.5,422.5,437.5,,230,240,250,,295,320,330,,0,982.5,550.82,1,2012,M,Open,1325
15,Schrems Michael,1984,AUT,102.55,0.6027,14,225,232.5,232.5,,175,182.5,185,,255,260,270,,0,670,403.81,1,2013,M,Classic,1085
12,Schrems Michael,1984,AUT,104.25,0.5991,12,235,242.5,245,,187.5,195,200,,265,282.5,282.5,,0,710,425.36,1,2014,M,Classic,721
13,Schrems Michael,1984,AUT,118.28,0.5769,14,255,270,275,,200,207.5,210,,270,295,,,0,752.5,434.12,1,2015,M,Classic,319
6,Sedlacek Jakub,1988,CZE,91.38,0.6335,5,275,290,300,,210,210,215,,250,270,285,,0,775,490.96,5,2015,M,Classic,278
1,Semenenko Dmytro,1988,UKR,104.69,0.5982,11,400,415.5,415.5,,260,270,275,,325,337.5,345,,0,1035.5,619.44,12,2015,M,Open,73
5,Semenets Sergey,1977,KAZ,147.1,0.5548,30,285,290,,,215,220,220,,320,330,335,,0,835,463.26,6,2013,M,Classic,1113
—,Sena Hebert,1973,URU,104.74,0.5981,15,310,310,310,,210,210,215,,,,,,0,Out,—,—,2012,M,Open,1297
17,Seville Christopher,1984,AUS,82.65,0.6692,18,270,280,285,,160,160,165,,245,255,262.5,,0,695,465.05,1,2012,M,Open,1250
6,Sewen Kristian,1982,SWE,82.95,0.6677,21,225,225,230,,152.5,157.5,160,,275,287.5,295,,0,672.5,449.03,5,2015,M,Classic,261
—,Shagdarsuren Batzul,1982,MGL,104.32,0.5989,12,330,345,345,,225,230,235,,300,300,300,,0,DSQ,—,—,2015,M,Open,94
10,Shalaby Ekramy,1980,EGY,72.68,0.7287,9,270,290,290,,200,215,215,,240,250,250,,0,725,528.31,1,2013,M,Open,845
13,Sharawdorj Ariunbaatar,1982,MGL,73.28,0.7244,2,272.5,272.5,272.5,,160,167.5,170,,250,260,260,,0,692.5,501.65,1,2013,M,Open,848
10,Shillingford Pierre,1988,GBR,91.39,0.6335,4,230,240,250,,150,160,170,,272.5,287.5,295,,0,705,446.62,1,2015,M,Classic,282
3,Shimalistos Harry,1985,RSA,72.2,0.7322,9,200,212.5,220,,140,150,152.5,,270,290,305,,0,675.0/w/,494.23,8,2014,M,Classic,670
11,Shimazu Yoshiyuki,1982,JPN,73.05,0.726,14,195,207.5,215,,127.5,132.5,132.5,,210,230,242.5,,0,557.5,404.75,1,2013,M,Classic,1041
—,Silbaum Margus,1976,EST,92.98,0.6283,9,345,360,360,,225,225,225,,340,340,355,,0,Out,—,—,2012,M,Open,1275
6,Silbaum Margus,1976,EST,92.9,0.6285,5,340,355,365,,220,230,235,,330,340,340,,0,915,575.08,5,2013,M,Open,868
5,Silbaum Margus,1976,EST,93,0.6282,3,350,350,360,,225,225,235,,340,350,357.5,,0,935,587.37,6,2015,M,Open,59
14,Silva Marcelo,1984,BRA,83,0.6675,23,275,290,305,,225,240,247.5,,260,275,275,,0,805,537.33,1,2012,M,Open,1247
5,Silva Marcelo,1984,BRA,82.7,0.6689,9,295,310,320,,240,252.5,257.5,,260,275,287.5,,0,837.5,560.2,6,2014,M,Open,480
8,Silva Marcelo,1984,BRA,82.65,0.6692,3,270,285,300,,240,240,242.5,,260,270,275,,0,802.5,537.03,3,2015,M,Open,48
7,Simmons Christopher,1986,GBR,64.55,0.7998,11,187.5,187.5,187.5,,125,140,140,,215,230,235,,0,557.5,445.92,4,2014,M,Classic,663
11,Singh-Sahota Rangbir,1983,GBR,123.8,0.571,15,360,380,390,,200,210,217.5,,305,320,330,,0,927.5,529.6,1,2013,M,Open,922
11,Sipilainen Pasi,1978,FIN,73.62,0.722,3,200,207.5,210,,150,155,157.5,,270,280,287.5,,0,647.5,467.5,1,2015,M,Classic,248
6,Sjogren Robin,1987,SWE,162.2,0.5471,28,305,322.5,330,,205,212.5,212.5,,305,322.5,335,,0,832.5,455.46,5,2013,M,Classic,1114
13,Skaarup Nicolas,1985,DEN,119.9,0.575,15,240,255,262.5,,195,200,202.5,,270,285,297.5,,0,747.5,429.81,1,2013,M,Classic,1103
1,Skochek Sergey,1983,RUS,65.15,0.7937,10,190,200,205,,160,167.5,172.5,,227.5,240,255,,0,632.5,502.02,12,2013,M,Classic,1023
4,Skochek Sergey,1983,RUS,65.75,0.7876,18,195,205,210,,157.5,167.5,172.5,,230,250,255,,0,607.5,478.5,7,2014,M,Classic,660
4,Skochek Sergey,1983,RUS,65.86,0.7866,15,200,210,215,,165,170,172.5,,240,247.5,255,,0,622.5,489.66,7,2015,M,Classic,230
13,Smith Johan,1991,RSA,104.7,0.5982,5,320,332.5,337.5,,215,225,232.5,,280,290,300,,0,862.5,515.94,1,2012,M,Open,1290
23,Smulter Fredrik,1983,FIN,153.3,0.5516,20,235,,,,270,270,270,,175,,,,0,680,375.09,1,2015,M,Classic,345
11,Snijders Jordy,1986,NED,119.63,0.5753,13,320,335,342.5,,270,270,275,,265,280,295,,0,900,517.77,1,2013,M,Open,905
7,Snijders Jordy,1986,NED,119.1,0.5759,9,340,355,360,,295,305,310,,300,310,310,,0,975,561.5,4,2015,M,Open,102
6,Sorokin Alexey,1985,RUS,82.83,0.6684,24,350,365,372.5,,215,225,230,,300,310,322.5,,0,900,601.51,5,2012,M,Open,1239
5,Sorokin Alexey,1985,RUS,82.68,0.669,8,345,355,362.5,,225,232.5,240,,290,300,300,,0,885,592.07,6,2013,M,Open,856
3,Sorokin Alexey,1985,RUS,82.37,0.6705,4,350,365,375,,230,235,240,,305,307.5,322.5,,0,922.5,618.54,8,2015,M,Open,43
7,Soukal Jaroslav,1972,CZE,166.25,0.545,15,365,385,400,,330,345,355,,270,285,,,0,1015,553.17,4,2015,M,Open,119
12,Souza Eumenes,1972,BRA,141.09,0.5582,20,330,350,360,,225,240,250,,270,290,302.5,,0,880,491.21,1,2012,M,Open,1327
13,Souza Eumenes,1972,BRA,155.6,0.5504,9,365,380,380,,240,252.5,260,,280,295,300,,0,905,498.11,1,2013,M,Open,924
7,Souza Eumenes,1972,BRA,151.52,0.5525,13,360,375,385,,250,250,260,,282.5,295,312.5,,0,940,519.35,4,2014,M,Open,560
13,Souza Eumenes,1972,BRA,152.9,0.5518,17,355,367.5,372.5,,240,247.5,247.5,,250,270,285,,0,897.5,495.24,1,2015,M,Open,125
5,Spingl Milan,1980,CZE,146.47,0.5551,12,425,425,440,,290,302.5,310,,320,342.5,342.5,,0,1070,593.98,6,2012,M,Open,1320
16,Srsen Jaromir,1974,CZE,96,0.6191,3,300,310,310,,215,215,227.5,,270,290,300,,0,805,498.37,1,2012,M,Open,1293
6,Stendebach Sascha,1991,GER,92,0.6315,5,320,332.5,337.5,,240,250,255,,325,335,342.5,,0,927.5,585.72,5,2015,M,Open,60
11,Stinn Ryan,1981,CAN,131.96,0.5641,17,305,317.5,327.5,,245,260,267.5,,285,295,305,,0,890,502.08,1,2012,M,Open,1326
12,Stinn Ryan,1981,CAN,132.7,0.5636,12,340,350,357.5,,250,262.5,272.5,,285,305,305,,0,915,515.69,1,2013,M,Open,923
4,Stinn Ryan,1981,CAN,134.2,0.5625,3,360,360,372.5,,265,275,280,,320,337.5,337.5,,0,985,554.06,7,2014,M,Open,557
14,Su Cheng-Fong,1993,TPE,93.98,0.625,14,240,255,265,,145,160,,,240,260,272.5,,0,672.5,420.31,1,2014,M,Open,526
—,Sujanto Robi,1985,INA,64.86,0.7966,17,240,265,270,,195,195,195,,250,250,250,,0,Out,—,—,2012,M,Open,1215
6,Sumner Blaine,1987,USA,158.27,0.5491,14,440,440,450,,295,295,320,,315,332.5,337.5,,0,1067.5,586.16,5,2012,M,Open,1321
2,Sumner Blaine,1987,USA,167.02,0.5447,4,365,387.5,410,,220,232.5,237.5,,315,335,360,,0,977.5,532.44,9,2015,M,Classic,324
2,Sumner Blaine,1987,USA,167.27,0.5445,7,455,455,477.5,,355,365,375,,325,345,367.5,,0,1165,634.34,9,2015,M,Open,114
13,Sun Yue,1989,AUS,73.55,0.7225,12,187.5,197.5,205,,130,135,137.5,,215,222.5,240,,0,582.5,420.83,1,2014,M,Classic,680
12,Sun Yue,1989,AUS,73.92,0.7199,19,210,217.5,217.5,,132.5,137.5,140,,235,242.5,250,,0,600,431.94,1,2015,M,Classic,249
8,Suomela Johannes,1988,FIN,104.4,0.5988,5,240,252.5,257.5,,177.5,185,190,,285,302.5,315,,0,745,446.11,3,2014,M,Classic,717
7,Svensson Fredrik,1979,SWE,147.3,0.5547,2,355,367.5,372.5,,347.5,355,363,,310,322.5,330,,0,1050,582.43,4,2013,M,Open,918
3,Svensson Fredrik,1979,SWE,150.9,0.5528,4,362.5,362.5,370,,352.5,360,371.5,,305,332.5,345,,0,1035,572.15,8,2014,M,Open,556
—,Svensson Fredrik,1979,SWE,153.29,0.5516,4,365,372.5,377.5,,367.5,371.5,375.5,,,,,,0,DSQ,—,—,2015,M,Open,129
4,Svistunov Volodymyr,1987,UKR,160.06,0.5482,15,420,442.5,450,,310,320,327.5,,330,357.5,370,,0,1092.5,598.9,7,2012,M,Open,1319
—,Synak Jakub,1984,POL,58.55,0.8724,3,230,230,230,,130,130,130,,180,190,190,,0,Out,—,—,2013,M,Open,822
4,Takeda Yusuke,1985,JPN,103.1,0.6015,5,250,270,285,,197.5,205,210,,250,270,285,,0,780,469.17,7,2013,M,Classic,1074
6,Takeda Yusuke,1985,JPN,103.69,0.6002,8,262.5,282.5,295,,197.5,207.5,212.5,,255,275,292.5,,0,800,480.16,5,2015,M,Classic,298
—,Takehana Masato,1988,JPN,58.54,0.8731,7,210,217.5,222.5,,175,175,175,,190,200,210,,0,DSQ,—,—,2014,M,Open,450
15,Tapia Luis,1968,PUR,82.22,0.6713,10,325,337.5,340,,190,197.5,202.5,,255,265,272.5,,0,802.5,538.71,1,2012,M,Open,1248
8,Tapia Luis,1968,PUR,81.55,0.6746,5,310,310,325,,170,180,180,,242.5,252.5,260,,0,755,509.32,3,2013,M,Open,859
7,Tapia Luis,1968,PUR,82.56,0.6694,4,310,310,317.5,,190,197.5,197.5,,252.5,260,267.5,,0,775,518.78,4,2014,M,Open,482
6,Teitsson Aron,1987,ISL,82.35,0.6706,20,210,220,230,,160,167.5,170,,225,235,242.5,,0,640,429.22,5,2013,M,Classic,1049
9,Teitsson Aron,1987,ISL,91.25,0.634,10,230,230,242.5,,180,190,195,,270,285,295,,0,722.5,458.06,2,2014,M,Classic,705
—,Teitsson Aron,1987,ISL,92.39,0.6302,10,245,257.5,257.5,,190,200,200,,,,,,0,DSQ,—,—,2015,M,Classic,290
13,Tepper Eduard,1979,GER,82.13,0.6718,3,280,300,300,,225,225,230,,285,300,300,,0,805,540.75,1,2012,M,Open,1246
6,Tepper Eduard,1977,GER,82.32,0.6709,15,260,280,290,,220,227.5,230,,270,287.5,295,,0,775,519.95,5,2014,M,Open,481
1,Testsov Viktor,1989,UKR,137.94,0.5601,4,410,425,435,,345,345,357.5,,345,352.5,355,,0,1147.5/w/,642.66,12,2012,M,Open,1316
3,Testsov Viktor,1989,UKR,143.2,0.557,16,430,445,455,,352.5,362.5,370,,340,355,367.5,,0,1170,651.69,8,2013,M,Open,914
—,Tinebra Frederic,1978,FRA,58.67,0.8707,1,235,240,245,,150,150,150,,215,225,230,,0,Out,—,—,2012,M,Open,1201
14,Tommila Antti,1989,FIN,145.45,0.5557,8,295,305,312.5,,215,222.5,225,,300,327.5,327.5,,0,827.5,459.84,1,2015,M,Classic,336
9,Tosh Henry,1980,GBR,99.75,0.6092,10,220,230,240,,175,182.5,187.5,,280,290,300,,0,727.5,443.19,2,2014,M,Classic,718
12,Tosh Henry,1980,GBR,100.15,0.6082,10,225,235,242.5,,175,182.5,187.5,,285,300,307.5,,0,732.5,445.51,1,2015,M,Classic,304
10,Tran Christopher,1988,USA,58.82,0.8689,2,225,237.5,242.5,,135,135,135,,230,240,242.5,,0,615,534.37,1,2014,M,Open,449
9,Trettin Robert,1986,USA,103.3,0.6011,3,270,280,280,,187.5,190,197.5,,267.5,285,297.5,,0,752.5,452.33,2,2013,M,Classic,1079
2,Tuchscherer Michael,1985,USA,117.95,0.5773,10,315,332.5,345,,195,202.5,207.5,,345,365,365,,0,892.5,515.24,9,2013,M,Classic,1092
2,Tuchscherer Michael,1985,USA,119,0.5761,10,315,335,345,,192.5,202.5,210,,335,360,390,,0,915,527.13,9,2014,M,Classic,725
4,Tuchscherer Michael,1985,USA,119.72,0.5752,2,305,325,335,,190,200,207.5,,307.5,327.5,335,,0,860,494.67,7,2015,M,Classic,310
2,Turakhanov Davranbek,1974,KAZ,81.2,0.6764,3,250,255,260,,165,172.5,172.5,,280,287.5,290,,0,707.5,478.55,9,2013,M,Classic,1045
3,Turesson Patrik,1974,SWE,92.44,0.63,12,345,362.5,362.5,,225,232.5,237.5,,305,320,327.5,,0,915,576.43,8,2012,M,Open,1258
14,Tyers Steven,1989,GBR,72.8,0.7278,2,185,195,200,,125,130,130,,215,225,235,,0,560,407.57,1,2014,M,Classic,681
—,Tykhostup Volodymyr,1989,UKR,82.05,0.6722,12,235,247.5,255,,170,182.5,185,,245,260,270,,0,DD,—,—,2013,M,Classic,1054
2,Tylutki Nicholas,1978,USA,103.79,0.6,1,295,305,315,,175,182.5,187.5,,320,330,337.5,,0,822.5,493.5,9,2015,M,Classic,294
10,Ube Joe,1982,ECU,141,0.5582,1,385,405,420,,240,250,260,,260,275,285,,0,940,524.71,1,2013,M,Open,921
3,Uepa Jezza,1980,NRU,160.3,0.5481,23,350,380,380,,222.5,230,232.5,,280,300,310,,0,892.5,489.18,8,2013,M,Classic,1111
4,Uepa Jezza,1980,NRU,168.15,0.5441,7,390,410,416,,230,242.5,245,,310,317.5,320,,0,970,527.78,7,2015,M,Classic,326
10,Vahtola Ville,1986,FIN,104.15,0.5993,1,255,255,265,,155,170,180,,260,290,310,,0,725,434.49,1,2014,M,Classic,719
—,Van den Hoek Pjotr,1972,NED,92.78,0.6289,7,335,335,335,,257.5,257.5,257.5,,,,,,0,Out,—,—,2012,M,Open,1272
7,Van den Hoek Pjotr,1972,NED,92.67,0.6293,17,325,335,340,,260,265,270,,290,300,300,,0,900,566.37,4,2013,M,Open,869
7,Van den Hoek Pjotr,1972,NED,103.38,0.6009,3,342.5,355,360,,287.5,287.5,292.5,,290,302.5,307.5,,0,950,570.86,4,2015,M,Open,79
14,Van Haaren Piet,1963,NED,91.78,0.6322,8,300,300,315,,155,165,170,,300,310,310,,0,785,496.28,1,2013,M,Open,876
13,Van Heesvelde Jeroen,1990,BEL,104.45,0.5987,20,325,335,335,,237.5,245,252.5,,295,305,312.5,,0,900,538.83,1,2015,M,Open,85
11,Van Melis Floris,1981,NED,104.02,0.5995,8,285,300,310,,220,225,227.5,,265,272.5,277.5,,0,810,485.6,1,2013,M,Open,892
14,Vanhee Emmerik,1990,BEL,73.36,0.7238,5,227.5,237.5,237.5,,187.5,195,200,,240,250,255,,0,687.5,497.61,1,2015,M,Open,36
9,Varchola Pavol,1978,SVK,92.83,0.6287,22,315,325,337.5,,200,200,205,,290,302.5,312.5,,0,837.5,526.54,2,2012,M,Open,1264
14,Vargas Velez Libardo Hern,1979,COL,116.95,0.5736,35,300,300,305,,160,180,180,,220,230,232.5,,0,695,398.61,1,2012,M,Open,1312
9,Vasilev Todor,1978,BUL,82.53,0.6698,19,310,320,325,,192.5,200,200,,307.5,317.5,325,,0,850,569.28,2,2012,M,Open,1242
—,Vasilev Todor,1978,BUL,82.75,0.6687,1,305,315,315,,205,205,205,,290,290,,,0,DSQ,—,—,2015,M,Open,53
—,Vasiukov Evgenii,1985,RUS,82.85,0.6682,4,340,340,340,,225,240,245,,295,,,,0,Out,—,—,2013,M,Open,861
—,Vasiukov Evgenii,1985,RUS,82.94,0.668,12,340,340,350,,240,250,255,,315,315,315,,0,DSQ,—,—,2014,M,Open,489
7,Vaskov Alexandr,1986,KAZ,65.24,0.7928,11,180,192.5,195,,145,152.5,160,,200,212.5,212.5,,0,547.5,434.06,4,2015,M,Classic,233
1,Vasyukov Eugeniy,1985,RUS,82.68,0.669,21,340,350,360,,230,240,245,,315,320,335,,0,925.0/w/,618.82,12,2012,M,Open,1234
17,Verma Pankaj,1982,IND,84.07,0.6625,8,120,130,,,80,90,100,,130,150,165,,0,385,255.06,1,2015,M,Open,71
13,Veski Rait,1983,EST,90.33,0.6372,17,225,240,240,,160,165,167.5,,275,285,292.5,,0,677.5,431.7,1,2015,M,Classic,285
18,Vicenteno Ricardo,1983,MEX,80.16,0.6818,2,225,235,242.5,,137.5,147.5,152.5,,260,267.5,275,,0,670,456.83,1,2012,M,Open,1251
11,Vicenteno Ricardo,1983,MEX,81.06,0.6769,8,250,260,267.5,,150,162.5,162.5,,270,280,285,,0,690,467.06,1,2014,M,Open,486
7,Virzi Francesco,1983,GER,92.76,0.629,9,260,272.5,277.5,,190,195,195,,260,277.5,287.5,,0,755,474.89,4,2015,M,Classic,279
6,Wagner Hubert,1981,GER,82.8,0.6685,14,270,287.5,300,,197.5,207.5,212.5,,302.5,312.5,312.5,,0,815,544.83,5,2013,M,Open,857
5,Walgermo Stian,1988,NOR,104.23,0.5991,17,355,365,365,,242.5,247.5,250,,307.5,315,320,,0,927.5,555.7,6,2012,M,Open,1282
4,Walgermo Stian,1988,NOR,104.38,0.5988,9,357.5,367.5,375,,257.5,262.5,267.5,,310,320,325,,0,962.5,576.35,7,2013,M,Open,885
4,Walgermo Stian,1988,NOR,104.38,0.5988,11,375,375,385,,267.5,272.5,277.5,,320,332.5,350,,0,997.5,597.3,7,2014,M,Open,516
2,Walgermo Stian,1988,NOR,104.54,0.5985,4,380,390,390,,280,285,290,,335,350,357.5,,0,1030,616.46,9,2015,M,Open,74
6,Walton Nathan,1976,USA,73.7,0.7214,12,260,270,275,,175,185,190,,285,302.5,307.5,,0,772.5,557.28,5,2013,M,Open,841
4,Walton Nathan,1976,USA,73.8,0.7207,6,265,272.5,275,,187.5,197.5,202.5,,292.5,307.5,312.5,,0,785,565.75,7,2014,M,Open,464
—,Wang Chun-Lin,1990,TPE,58.63,0.8713,4,245,255,257.5,,145,145,145,,225,235,257.5,,0,Out,—,—,2013,M,Open,823
9,Wang Chun-Lin,1990,TPE,58.56,0.8717,1,240,240,,,130,145,145,,230,245,,,0,615,536.1,2,2014,M,Open,448
3,Wang Chun-Lin,1990,TPE,58.32,0.8756,2,245,257.5,260,,140,150,157.5,,230,245,252.5,,0,655,573.52,8,2015,M,Open,4
4,Wasson Mark,1989,CAN,81.45,0.6751,11,240,247.5,250,,165,170,170,,290,295,295,,0,702.5,474.26,7,2015,M,Classic,259
15,Watson Johnathan,1990,GBR,91.76,0.6323,20,207.5,215,220,,140,145,147.5,,260,280,280,,0,642.5,406.25,1,2015,M,Classic,287
4,Webb Colin,1985,AUS,82.2,0.6714,7,230,242.5,242.5,,135,145,150,,270,285,290,,0,672.5,451.52,7,2013,M,Classic,1047
7,Webb Colin,1985,AUS,82.4,0.6704,15,235,252.5,257.5,,142.5,152.5,155,,270,290,290,,0,680,455.87,4,2014,M,Classic,689
4,Wegiera Jan,1965,POL,92.36,0.6303,10,340,360,360,,280,290,300,,270,282.5,282.5,,0,910.0/w1/,573.53,7,2012,M,Open,1259
5,Wegiera Jan,1965,POL,89.96,0.6385,14,330,345,355,,270,280,290,,270,280,290,,0,915,584.23,6,2013,M,Open,867
7,Wegiera Jan,1965,POL,91.48,0.6331,17,330,350,360,,290,297.5,297.5,,270,285,292.5,,0,942.5 -w1,596.7,4,2014,M,Open,499
7,Wegiera Jan,1965,POL,92.92,0.6284,2,340,342.5,360,,280,295,302.5,,280,290,300,,0,925.0 -w2,581.27,4,2015,M,Open,61
10,Weissenbacher Oliver,1986,AUT,69.49,0.7536,5,245,245,245,,160,165,170,,215,215,230,,0,625,470.99,1,2012,M,Open,1226
7,Weite Nicholas,1979,USA,118.54,0.5766,13,380,395,402.5,,257.5,265,272.5,,350,365,375,,0,1025,591.01,4,2014,M,Open,539
—,Wiak Jacek,1975,POL,104.37,0.5989,1,385,385,395,,260,260,260,,300,320,342.5,,0,Out,—,—,2012,M,Open,1296
1,Wierzbicki Krzysztof,1990,POL,92.95,0.6283,12,240,255,265,,180,185,190,,330,345,355,,0,810.0/w/,508.96,12,2013,M,Classic,1056
1,Wierzbicki Krzysztof,1990,POL,92.25,0.6306,3,255,275,285,,170,180,190,,350,360,372.5,,0,847.5,534.48,12,2014,M,Classic,697
1,Wierzbicki Krzysztof,1990,POL,92.52,0.6297,14,265,280,290,,180,187.5,190,,335,355,373,,0,832.5,524.23,12,2015,M,Classic,273
1,Williams Ray,1986,USA,162.4,0.547,1,372.5,397.5,412.5,,220,230,235,,300,300,325,,0,972.5/w/,531.96,12,2014,M,Classic,735
1,Williams Ray,1986,USA,171.65,0.5423,6,390,415.5,425.5,,225,235,242.5,,305,325,340,,0,1000.5 -w,542.57,12,2015,M,Classic,323
10,Wollan Endre,1989,NOR,105.32,0.5969,10,300,315,330,,250,255,260,,280,300,310,,0,900,537.21,1,2013,M,Open,904
10,Wright Colin,1967,GBR,115.8,0.58,11,265,285,290,,165,172.5,177.5,,305,305,305,,0,767.5,445.15,1,2013,M,Classic,1100
3,Wszola Dariusz,1978,POL,58.77,0.8693,25,245,250,257.5,,165,170,175,,205,215,227.5,,0,655,569.4,8,2012,M,Open,1194
1,Wszola Dariusz,1978,POL,58.55,0.8724,9,200,210,215,,140,145,147.5,,195,207.5,210,,0,570,497.27,12,2013,M,Classic,1018
2,Wszola Dariusz,1978,POL,58.3,0.8759,7,200,210,215,,142.5,150,152.5,,197.5,205,210,,0,572.5,501.45,9,2014,M,Classic,649
5,Wszola Dariusz,1978,POL,58.46,0.8731,9,240,250,,,172.5,177.5,177.5,,210,217.5,222.5,,0,645,563.15,6,2014,M,Open,444
3,Wszola Dariusz,1978,POL,58.3,0.8759,6,200,210,215,,140,147.5,152.5,,190,200,205,,0,567.5,497.07,8,2015,M,Classic,221
5,Wszola Dariusz,1978,POL,58.62,0.8714,8,245,255,260,,170,175,177.5,,210,217.5,220,,0,650,566.41,6,2015,M,Open,6
—,Yamamoto Tatsuma,1980,JPN,109.92,0.5887,30,305,305,315,,255,255,255,,250,260,265,,0,Out,—,—,2012,M,Open,1313
18,Yang Sen,1994,TPE,103.78,0.6,10,375,400,400,,75,,,,175,275,300,,0,750,450,1,2015,M,Open,90
—,Yarullin Ruslan,1982,KAZ,92.35,0.6303,18,350,350,350,,230,240,247.5,,320,320,320,,0,Out,—,—,2012,M,Open,1270
8,Yarullin Ruslan,1982,KAZ,92.54,0.6298,15,342.5,360,360,,252.5,262.5,262.5,,305,320,330,,0,925,582.57,3,2014,M,Open,500
6,Yeshmakhanov Nurlan,1990,KAZ,112.68,0.5843,11,400,415,415,,280,280,290,,335,350,372.5,,0,1030,601.83,5,2014,M,Open,538
3,Yeshmakhanov Nurlan,1990,KAZ,113.58,0.583,14,400,417.5,417.5,,290,300,310,,330,352.5,360,,0,1070,623.81,8,2015,M,Open,98
10,Yokota Masatoshi,1989,JPN,80.48,0.6801,3,225,235,240,,145,150,155,,245,260,265,,0,650,442.06,1,2015,M,Classic,265
2,Zaitsev Artem,1985,RUS,82.6,0.6694,18,250,260,270,,162.5,167.5,167.5,,290,300,305,,0,727.5,486.99,9,2015,M,Classic,257
14,Ziffle Aaron,1981,CAN,92.6,0.6295,9,295,305,312.5,,205,212.5,212.5,,255,265,275,,0,790,497.3,1,2014,M,Open,506
11,Zouein Luis,1991,BRA,102.71,0.6023,13,240,255,260,,175,182.5,187.5,,280,295,302.5,,0,740,445.7,1,2015,M,Classic,303
7,Zuniga Adrian,1987,MEX,65.5,0.7901,15,215,225,225,,122.5,125,130,,200,210,210,,0,540,426.65,4,2014,M,Open,458
6,Aaberg Jane,1981,DEN ,93.1,0.8526,11,200,210,215,,125,127.5,127.5,,205,217.5,222.5,,0,557.5,475.32,5,2014,W,Open,640
10,Abarca Elizondo Maria,1981,CRC,75.73,0.945,4,150,150,170,,60,75,75,,150,160,175,,0,370,349.63,1,2012,W,Open,1412
—,Abarca Elizondo Maria,1981,CRC ,69.88,0.9958,1,170,170,170,,70,80,80,,170,182.5,182.5,,0,DSQ,—,—,2014,W,Open,623
3,Abdulina Vita,1967,UKR,56,"11,766",7,140,145,152.5,,80,85,87.5,,150,160,167.5,,0,405.0/w1/,476.52,8,2014,W,Classic,765
5,Abduraimova Aziza,1989,KAZ,93.5,0.8513,10,170,177.5,177.5,,100,107.5,112.5,,165,175,185,,0,462.5,393.73,6,2013,W,Classic,1185
2,Adolfsson Jenny,1982,SWE,62.4,"10,818",25,142.5,150,152.5,,105,110,112.5,,162.5,172.5,177.5,,0,440,475.99,9,2014,W,Classic,780
5,Aguinaga Johanna,1993,ECU ,62.94,"10,753",6,185,185,190,,125,130,135,,165,175,182.5,,0,507.5,545.71,6,2014,W,Open,607
4,Akhmamyetyeva Tetyana,1985,UKR,62.8,"10,765",11,220,230.5,230.5,,145,150,152.5,,185,197.5,202.5,,0,570,613.6,7,2012,W,Open,1374
2,Akhmamyetyeva Tetyana,1985,UKR,62.8,"10,765",7,215,225,227.5,,150,157.5,160,,185,192.5,202.5,,0,580,624.37,9,2013,W,Open,973
7,Amaya Annymaryuth,1980,VEN,62.06,"10,863",6,200,210,220,,105,110,112.5,,200,210,212.5,,0,532.5,578.46,4,2012,W,Open,1377
8,Apuli Sanna,1981,FIN,50.78,"12,696",8,155,162.5,167.5,,82.5,87.5,90,,155,162.5,167.5,,0,417.5,530.04,3,2012,W,Open,1349
7,Apuli Sanna,1981,FIN,50.38,"12,773",20,157.5,162.5,167.5,,85,87.5,90,,157.5,167.5,172.5,,0,422.5,539.66,4,2013,W,Open,945
4,Arnesen Hille Heidi,1970,NOR,81.78,0.9041,12,230,235,240,,137.5,142.5,145,,205,215,220,,0,605,546.99,7,2012,W,Open,1406
3,Arnesen Hille Heidi,1970,NOR,82.14,0.902,8,235,235,245,,130,137.5,142.5,,200,210,210,,0,587.5,529.93,8,2013,W,Open,997
5,Arnesen Hille Heidi,1970,NOR ,82.02,0.9028,8,230,237.5,237.5,,135,140,145,,190,197.5,212.5,,0,575,519.11,6,2014,W,Open,630
9,Arnold Cydney,1993,CAN,61.1,"10,994",17,85,92.5,100,,52.5,57.5,57.5,,105,115,122.5,,0,260,285.84,2,2012,W,Classic,1583
5,Arvidson Karolina,1985,SWE,71.35,0.982,3,127.5,135,140,,95,102.5,105,,137.5,145,165,,0,387.5,380.5,6,2012,W,Classic,1589
5,Arvidson Karolina,1985,SWE,70.6,0.989,24,130,137.5,142.5,,100,105,110,,145,155,160,,0,402.5,398.07,6,2013,W,Classic,1167
14,Baez Frances,1988,PUR,51.71,"12,520",2,120,120,125,,60,65,70,,130,135,135,,0,320,400.64,1,2012,W,Open,1355
9,Baez Joan,1986,PUR,78.97,0.9217,18,160,160,170,,100,110,120,,140,155,155,,0,425,391.72,2,2012,W,Open,1411
8,Baez Joan,1986,PUR,83.91,0.8922,10,165,170,177.5,,117.5,117.5,125,,145,150,150,,0,437.5,390.34,3,2013,W,Open,1002
5,Barbosa Irani,1986,BRA,51.63,"12,535",19,172.5,180,180,,97.5,97.5,100,,150,160,167.5,,0,437.5,548.41,6,2012,W,Open,1346
